relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation	gene_expectation	hpoterm_expectation	features	weights
RELATION_GENEHPOTERM_journal.pone.0092864.pdf_675_675_23_23_26_29	cadherin/HP:0006740|Transitional cell carcinoma of the bladder	{23}	{26,27,28,29}	{Jang,TJ,",",Cha,VVH,",",Lee,KS,(,2010,),Reciprocal,correlation,between,the,expression,of,cyclooxygenase,~,2,and,E,~,cadherin,in,human,bladder,transitional,cell,carcinomas,.}	{"Cancer Res 66 : 5338 — 5345 .",.}	{"Virchows Arch 457 : 319 — 328 .","Grabowska IVIIVI , Day IVIL ( 2012 ) Soluble E ~ cadherin : more than a symptom of disease ."}	0.962	0.98	1	{GENE_NGRAM_LEFT_1_[~],GENE_NGRAM_RIGHT_1_[in],"WORD_SEQ_NER_[in human]","WORD_SEQ_[in human]",DEP_PATH_[@prep_in],HPO_NGRAM_LEFT_1_[human],WORD_SEQ_LEN_[2],HPO_NGRAM_RIGHT_1_[.]}	{2.05775,-1.18455,1.07032,1.07032,1.00131,0.901477,-0.758764,-0.710675}
RELATION_GENEHPOTERM_journal.pone.0095190.pdf_117_117_152_152_217_217	CHOP/HP:0000093|Proteinuria	{152}	{217}	{5,M,61,CLL/SLL,Bone,marrow,Anemia,",",weakness,AKI,Ch,|,orambuci,|,Died,(,2,mo,),NA,6,F,57,CLL/SLL,Lymph,node,Anemia,",",lymphadenectasis,RPGN,Ch,|,orambuci,|,NA,NA,7,M,64,CLL/SLL,Lymph,node,Lymphadenectasis,RPGN,FC,Died,(,3,mo,),NA,8,M,55,CLL/SLL,Lymph,node,Lymphadenectasis,RPGN,FC,Alive,(,3,yr,dialysis,9,M,59,CLL/SLL,Bone,marrow,Leucocytosis,RPGN,Steroids,Alive,(,6,yr,126,10,M,61,CLL/SLL,Bone,marrow,Anemia,",",weakness,NS+AK,|,FC,Alive,(,3,yr,137,11,M,68,CLL/SLL,Bone,marrow,Anemia,",",lymphadenectasis,NS+AK,|,Steroids,Died,(,4,mo,),NA,12,M,62,CLL/SLL,Bone,marrow,Anemia,",",leucopenia,AKI,CTX,Alive,(,1,yr,350,13,M,47,DLBCL,Kidney,Fever,",",weakness,AKI,CHOP,Alive,(,1,yr,109,14,M,56,DLBCL,Kidney,Anemia,AKI,CHOP,Died,(,2,yr,NA,15,M,62,DLBCL,Lymph,node,Anemia,",",lymphadenectasis,AKI,Steroids,Alive,(,8,yr,156,16,M,37,DLBCL,Ileum,Fever,",",diarrhea,proteinuria,CHOP,Died,(,2,yr,NA,17,M,53,LPL,Lymph,node,Anemia,",",lymphadenectasis,proteinuria,Steroids,Alive,(,2,yr,89,18,M,68,LPL,Bone,marrow,Fever,",",Anemia,",",skin,rash,proteinuria,CTX,Died,(,1,yr,NA,19,M,65,MCL,Lymph,node,Anemia,",",lymphadenectasis,NS+AK,|,CHOP,Alive,(,1,yr,101,20,M,52,MALT,Stoma,mucosa,Anemia,",",stomachache,NS+AK,|,R+S,teroids,Alive,(,1,yr,249}	{"Patient Sex Age lymphoma Biopsy site Clinical symptoms of lymphoma symptoms Treatment outcome ( Scr umol/I )","1 M 16 T/NK Nasal mucosa Anemia , fever , nasal discharge RPGN EPOCH Died ( 1 yr ) NA 2 F 38 T/NK Nasal mucosa Fever , nasal discharge NS Steroids Died ( 2 mo ) NA 3 F 39 TCL Lymph node Fever , lymphadenectasis proteinuria CHOP Died ( 2 mo ) NA 4 M 40 TCL Skin Skin rash NS Steroids NA NA"}	{"CLL/SLL : chronic lymphocytic leukemia/small lymphocytic lymphoma , DLBCL : diffuse larger B ~ ce | | lymphoma , T/NK : T/NK cell lymphoma , TCL : T ~ ce | | lymphoma , MALT : mucosa » associated lymphoid tissue lymphoma , MCL : mantle cell lymphoma , LPL : lymphoplasmacytic lymphoma , NS : nephritic syndrome , AKI : acute kidney injury , RPGN : rapidly progressive glomerulonephritis , R : radiotherapy , NA : not available .","CHOP : cyclophosphamide , hydroxydaunomycin , oncovin , prednisone ."}	0.996	0	0.998	{VERB_[chop],VERB_[steroid],MIN_VERB_[die],GENE_NGRAM_LEFT_1_[AKI],GENE_NGRAM_RIGHT_1_[die],VERB_[(],VERB_[die],HPO_NGRAM_LEFT_1_[rash],HPO_NGRAM_RIGHT_1_[CTX]}	{3.50477,1.11248,0.749752,0.157915,-0.132514,0.0638372,0.0119324,0,0}
RELATION_GENEHPOTERM_journal.pone.0022148.pdf_466_466_19_19_1_2	FEV/HP:0012254|Ewing's sarcoma	{19}	{1,2}	{Most,Ewing,sarcomas,harbor,gene,fusions,involving,the,FLI,],",",ERG,",",ETV,],",",ETV4,",",or,FEV,gene,[,24,],.}	{"For example , ETV6 ( also known as TEL ) are occasionally fused with RUNXI ( also known as AA/ILI ) in childhood precursor B-cell acute lymphoblastic leukemia [ 22 ] .","Gene fusions found in prostate cancer often involve the ERG , ETV ] , or ETV4 gene [ 23 ] ."}	{"These reports suggest an oncogenic role of ETS transcription factors in general .","Involvement of ETS transcription factors in PV is not surprising , given that its name is derived from that of the avian erythroblastosis Virus , E26 , which carries the wet : ( E Twenty-Six ) oncogene [ 25 ] ."}	0.986	0.972	0.788	{GENE_NGRAM_LEFT_1_[or],INV_MIN_VERB_[harbor],HPO_NGRAM_RIGHT_1_[harbor],GENE_NGRAM_RIGHT_1_[gene],INV_VERB_[involve],INV_VERB_[harbor],HPO_NGRAM_LEFT_1_[most]}	{1.46812,1.02361,0.78923,0.639715,0.603815,0.257447,0.0575077}
RELATION_GENEHPOTERM_SCPDFS_14612.pdf_177_177_8_8_21_22	AFP/HP:0001392|Abnormality of the liver	{8}	{21,22}	{Others,have,also,reported,that,the,synthesis,of,AFP,correlated,closely,with,the,relative,amount,of,this,mRNA,during,normal,and,abnormal,liver,development,(,Innis,and,Miller,",",1977,;,Miura,et,al.,",",1979,;,Sala-Trepat,et,al.,",",1979,;,Chiu,et,al.,",",1979,;,Liao,et,al.,",",1980,),.}	{"Such changes have been previously correlated with changes in glycosyltransferase activities in the yolk sac ( Wilson and Zimmerman , 1976 ; Gustine and Zimmerman , 1973 ) .","The developmental increase in the relative rate of AFP synthesis correlated closely with the relative abundancy of AFP mRNA in total yolk sac RNA , indicating that the relative rate of AFP synthesis is regulated largely by the availability of AFP mRNA ."}	{"Our results demonstrate that AFP mRNA is an abundant mRNA species in the yolk sac by Day 9.5 .","Recently we have found that it is localized in the visceral endoderm layer of the yolk sac , in agreement with AFP synthesis data ."}	0.916	0.414	0.514	{GENE_NGRAM_LEFT_1_[of],HPO_NGRAM_RIGHT_1_[development],MIN_VERB_[correlate],HPO_NGRAM_LEFT_1_[and],VERB_[have],GENE_NGRAM_RIGHT_1_[correlate],VERB_[correlate],VERB_[report]}	{1.38319,1.21683,-0.740741,0.337784,0.156579,-0.0636121,-0.0418334,-0.0216741}
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0068297.pdf_19_19_41_41_18_18	XPA/HP:0001009|Telangiectasia	{41}	{18}	{cyc,|,e.,Consistent,with,the,previous,report,of,a,dependence,of,UV-Induced,XPA,nuclear,import,on,ataxia,telangiectasia,and,Rad3,—,re,|,ated,protein,(,ATR,),in,S,—,phase,",",knockdown,of,ATR,reduced,the,amount,of,XPA,interacting,with,importin,—,or4,.}	{"phases of the ce | | .","— ."}	{"In contrast , the GTPase XPA binding protein 1 ( XAB1 ) , previously proposed to be required for XPA nuclear import , showed no effect on the nuclear import of XPA in our siRNA knockdown analysis .","In conclusion , our results suggest that upon DNA damage transport adaptor importin — or4 imports XPA into the nucleus in an ATR — dependent manner , while XAB1 has no role in this process ."}	0.906	0.81	0.848	{HPO_NGRAM_LEFT_1_[ataxia],GENE_NGRAM_LEFT_1_[of],GENE_NGRAM_RIGHT_1_[interact],INV_VERB_[ate],INV_MIN_VERB_GENE_[ate],HPO_NGRAM_RIGHT_1_[and],INV_VERB_[reduce],INV_MIN_VERB_HPO_[interact],INV_VERB_[interact]}	{2.60423,1.38319,-1.09205,0.686559,-0.600611,-0.560082,-0.101414,0.0893145,0.00768646}
RELATION_GENEHPOTERM_journal.pone.0044800.pdf_520_520_16_16_23_23	NDRG2/HP:0002861|Melanoma	{16}	{23}	{Interestingly,",",when,5AzaCdR,treatment,was,given,in,combination,to,TSA,",",a,signiﬁcant,upregulation,of,NDRG2,expression,was,found,in,Mel-2,metastatic,melanoma,cells,(,Figure,6A,),.}	{"The highest expression level of NDRG2 gene was found in the brain ( Mel-l l ) , axillary lymph node ( Mel-14 ) , and inguinal lymph node ( Mel-33 ) metastases .","On the other hand , NDRG2 mRNA was nearly undetectable in the two right supraclavicular lymph node metastases derivatives from the same patient before and after the re-occurrence of the disease ( Mel-2 and Mel-3 cell lines , respectively ) ."}	{"I/DR gene expression was highly positive in the metastases examined , except for Mel-33 cell line , which was established from inguinal lymph node metastasis .","A slight decrease on VDR gene expression was observed when 5AzaCdR plus TSA treatment was given to Mel-2 and Mel-3 melanoma cells ( Figure 6B ) ."}	0.932	0.95	1	{HPO_NGRAM_LEFT_1_[metastatic],GENE_NGRAM_LEFT_1_[of],HPO_NGRAM_RIGHT_1_[cell],VERB_[give],VERB_[find],WORD_SEQ_LEN_[6],MIN_VERB_[find],VERB_[be],GENE_NGRAM_RIGHT_1_[expression],"WORD_SEQ_[expression be find in mel-2 metastatic]","WORD_SEQ_NER_[expression be find in mel-2 metastatic]",DEP_PATH_[nn-prep_of|expression-nsubjpass|upregulation@nn-prep_in|cell]}	{1.45673,1.38319,0.712768,-0.275194,-0.212939,-0.185899,-0.138637,-0.125888,-0.124327,0,0,0}
RELATION_GENEHPOTERM_SCPDFS_47778.pdf_12_12_56_56_31_32	POF1/HP:0012245|Sex reversal	{56}	{31,32}	{Genes,that,lead,to,gonadal,sex,reversal,when,mutated,were,considered,to,be,sex-determining,genes,(,e.g.,DAX1,),",",those,that,result,in,abnormalities,of,the,genitalia,(,without,gonadal,sex,reversal,),were,defined,as,sexualdifferentiation,genes,(,e.g.,Androgen,receptor,),and,those,resulting,in,infertility,were,considered,as,reproduction,genes,(,e.g.,POF1,),.}	{"But are there more than would be expected by chance ?","Saifi and Chandra3 address this issue using data available in published catalogues ( notably Mendelian Inheritance in Man ) to classify genes based on their mutant phenotype ."}	{"All genes with other mutant phenotypes were treated as not being related to sex or reproduction .","The genes were then classified based on their location in the genome — either X-linked or autosomal ."}	0.934	0.674	1	{INV_VERB_[mutate],GENE_NGRAM_LEFT_1_[e.g.],GENE_NGRAM_RIGHT_1_[)],HPO_NGRAM_LEFT_1_[gonadal],HPO_NGRAM_RIGHT_1_[)],INV_MIN_VERB_GENE_[result],INV_MIN_VERB_HPO_[(],INV_VERB_[result],INV_VERB_[be],INV_VERB_[consider],INV_VERB_[define],INV_VERB_[lead],INV_VERB_[(]}	{2.12913,2.0023,-1.96269,1.95261,-1.19677,0.406398,-0.379358,0.357042,-0.247002,-0.194736,-0.159186,0.127921,-0.0350134}
RELATION_GENEHPOTERM_journal.pone.0053654.pdf_304_304_24_24_27_28	NOTCH1/HP:0002488|Acute leukemia	{24}	{27,28}	{Chiaramonte,R,",",Basile,A,",",Tassi,E,",",Calzavara,E,",",Cecchinato,V,",",et,al.,(,2005,),A,wide,role,for,NOTCH1,signaling,in,acute,leukemia,.}	{"Bray SJ ( 2006 ) Notch signalling : a simple pathway becomes complex .","Nat Rev Mol Cell Biol 7 : 678489 ."}	{"Cancer Lett 219 : 113420 .","Grabher C , von Boehmer H , Look AT ( 2006 ) Notch 1 activation in the molecular pathogenesis of T ~ ce11 acute lymphoblastic leukaemia ."}	0.94	0.762	1	{GENE_NGRAM_RIGHT_1_[signaling],GENE_NGRAM_LEFT_1_[for],"WORD_SEQ_NER_[signaling in]","WORD_SEQ_[signaling in]",WORD_SEQ_LEN_[2],HPO_NGRAM_RIGHT_1_[.],HPO_NGRAM_LEFT_1_[in],DEP_PATH_[nn-prep_for|signaling-dobj|role@prep_in]}	{0.899007,0.859264,0.853283,0.853283,-0.758764,-0.710675,0.485962,0}
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0085752.pdf_323_323_25_25_21_22	COD1/HP:0000548|Cone-rod dystrophy	{25}	{21,22}	{Demirci,FY,",",Rigatti,BVV,",",VVen,G,",",Radak,AL,",",Nlah,TS,",",et,al.,(,2002,),X-linked,cone-rod,dystrophy,(,locus,COD1,),:,identiﬁcation,of,mutations,in,RPGR,exon,ORF15,.}	{"Hum 1VIol Genet 11 : 605 ~ 11 .",.}	{"AmJ Hum Genet 70 : 1049 * 53 .",.}	0.99	0.448	1	{GENE_NGRAM_LEFT_1_[locus],HPO_NGRAM_LEFT_1_[x-linked],GENE_NGRAM_RIGHT_1_[)],HPO_NGRAM_RIGHT_1_[(],INV_WORD_SEQ_LEN_[2],INV_DEP_PATH_[@nn],"INV_WORD_SEQ_NER_[( locus]","INV_WORD_SEQ_[( locus]"}	{4.0285,3.66668,-1.96269,-0.931583,-0.885734,0.507332,0.243207,0.243207}
RELATION_GENEHPOTERM_journal.pone.0060141.pdf_2_2_16_16_1_1	a3/HP:0002301|Hemiplegia	{16}	{1}	{Alternating,Hemiplegia,of,Childhood-Related,Neural,and,Behavioural,Phenotypes,in,Na,+,",",K,+,-,ATPase,a3,Missense,Mutant,Mice}	{"OPEN 8 ACCESS Freely available online ' pn K + l ° ” E"}	{"Greer S. Kirshenbaum ” , Neil Dawson3 , Jonathan G. L. Mullins ‘ , Tom H. Johnstons , Mark J. Drinkhill ‘ , Ian J. Edwards ’ , Susan H. Fox5 , Judith A. Pratt3 , Jonathan M. Brotchies , John C. Roder \\" 2 , Steven J. C | apcote7 * 1 Samuel Lunenfeld Research Institute , Mount Sinai Hospital , Toronto , Ontario , Canada , 2 Institute of Medical Science , University of Toronto , Toronto , Ontario , Canada , 3 Strathclyde Institute of Pharmacy and Biomedical Sciences , University of Strathclyde , Glasgow , United Kingdom , 4 Institute of Life Science , College of Medicine , Swansea University , Swansea , United Kingdom , 5 Division of Brain , Imaging and Behaviour — Systems Neuroscience , Toronto Western Research Institute , Toronto , Ontario , Canada , 6Division of Cardiovascular and Neuronal Remodelling , Leeds Institute for Genetics , Health and Therapeutics , University of Leeds , Leeds , United Kingdom , 7Schoo | of Biomedical Sciences , University of Leeds , Leeds , United Kingdom",Abstract}	0.986	0.998	0.172	{INV_MIN_VERB_[alternate],GENE_NGRAM_RIGHT_1_[missense],HPO_NGRAM_RIGHT_1_[of],HPO_NGRAM_LEFT_1_[alternate],GENE_NGRAM_LEFT_1_[atpase]}	{2.70631,2.24479,-2.07371,1.47583,-0.0421568}
RELATION_GENEHPOTERM_SCPDFS_4223.pdf_559_559_28_28_4_4	FLNB/HP:0002282|Heterotopia	{28}	{4}	{FLNA,mutations,cause,periventricular,heterotopia,",",a,brain,malformation,with,failure,in,neuron,migration,during,development,(,F,eng,and,Walsh,",",2004,),",",and,mutations,in,FLNB,cause,skeletal,dysplasias,(,Krakow,et,al.,",",2004,),.}	{"In humans , the FLNC isoforrn is expressed in skeletal , smooth and cardiac muscles ( F eng and Walsh , 2004 ; Small et al. , 1986 ) , although its role in these muscles is unknown .","Mutations in other Filamin isoforrns are associated with diseases ."}	{"Genetic analysis of Filamin in epithelial sheath cells can now be carried out to determine the role of FLN12 — 2O in these muscle cells .","Mononucleate muscle"}	0.998	0.508	1	{HPO_NGRAM_LEFT_1_[periventricular],GENE_NGRAM_LEFT_1_[in],INV_SINGLE_VERB_[cause],INV_MIN_VERB_[cause],"HPO_NGRAM_RIGHT_1_[,]",GENE_NGRAM_RIGHT_1_[cause]}	{2.01703,1.66805,1.26289,0.624858,-0.507957,0.103247}
